Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
55,26,0,0,27,132,240
55,26,0,0,27,127,235
55,26,0,0,30,139,250
1,4,0,0,30,139,174
1,4,0,0,27,136,168
