Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
0,0,0,0,7,12,19
0,0,0,0,7,10,17
0,0,0,0,9,9,18
0,0,0,0,8,9,17
0,0,0,0,7,12,19
0,0,0,0,7,12,19
