Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
0,13,0,0,27,19,59
0,7,0,0,33,9,49
1,7,0,0,32,5,45
1,14,0,0,47,5,67
0,13,0,0,27,19,59
0,7,0,0,33,9,49
