Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
1,4,0,0,11,24,40
1,3,0,0,11,24,39
4,4,0,0,19,26,53
4,5,0,0,11,26,46
1,4,0,0,11,24,40
1,3,0,0,11,24,39
