Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
5,2,0,0,3,14,24
5,2,0,0,3,14,24
0,0,0,0,3,14,17
0,0,0,0,3,14,17
0,0,0,0,3,14,17
