Target TBox logical axioms,Size of T,Hypothesis TBox logical axioms,Size of H,Number of concept names,Number of role names,Size of largest  concept in T,Size of largest  concept in H,Size of largest counterexample, Total membership queries, Total equivalent queries, Left counterexamples, Right counterexamples
12,64,68,372,0,0,4,66,5,689,10,5,4
12,64,68,344,0,0,4,86,5,650,10,5,4
12,64,70,374,0,0,4,69,5,742,12,5,6
12,64,69,367,0,0,4,82,5,759,11,5,5
12,64,68,372,0,0,4,66,5,689,10,5,4
12,64,68,344,0,0,4,86,5,650,10,5,4
