Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
1,3,0,0,0,29,33
2,3,0,0,11,31,47
1,8,0,0,10,16,35
0,3,0,0,27,22,52
1,3,0,0,0,29,33
2,3,0,0,11,31,47
