Target TBox logical axioms,Size of T,Hypothesis TBox logical axioms,Size of H,Number of concept names,Number of role names,Size of largest  concept in T,Size of largest  concept in H,Size of largest counterexample, Total membership queries, Total equivalent queries, Left counterexamples, Right counterexamples
18,138,158,806,0,0,16,288,5,614,7,2,4
18,138,158,728,0,0,16,101,5,614,7,2,4
18,138,159,834,0,0,16,192,5,674,8,1,6
18,138,158,725,0,0,16,96,5,612,7,1,5
18,138,158,806,0,0,16,288,5,614,7,2,4
18,138,158,728,0,0,16,101,5,614,7,2,4
