Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
1,4,0,0,0,0,5
1,4,0,0,0,0,5
7,10,0,0,7,41,65
7,10,0,0,10,37,64
1,4,0,0,0,0,5
1,4,0,0,0,0,5
7,10,0,0,7,41,65
7,10,0,0,11,37,65
1,4,0,0,0,0,5
3,8,0,0,3,20,34
3,8,0,0,4,20,35
2,9,0,0,2,0,13
2,9,0,0,3,0,14
