Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
6,6,1,0,18,0,31
6,6,0,0,10,0,22
6,6,0,0,19,0,31
6,6,0,0,11,0,23
6,6,1,0,18,0,31
6,6,0,0,10,0,22
6,6,0,0,19,0,31
6,6,0,0,11,0,23
6,6,1,0,18,0,31
6,6,1,0,18,0,31
6,6,0,0,10,0,22
6,6,0,0,19,0,31
6,6,0,0,11,0,23
