Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
11,18,0,0,8,22,59
11,18,0,0,8,22,59
10,9,0,0,7,25,51
10,9,0,0,7,25,51
11,18,0,0,8,21,58
11,18,0,0,8,22,59
10,9,0,0,7,25,51
10,9,0,0,7,25,51
11,18,0,0,8,21,58
11,18,0,0,8,21,58
11,18,0,0,8,21,58
10,9,0,0,7,25,51
10,9,0,0,7,25,51
