Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
8,9,0,0,0,1,18
6,9,0,0,9,1,25
10,14,0,0,0,11,35
10,14,0,0,0,11,35
8,9,0,0,0,1,18
6,9,0,0,9,1,25
10,14,0,0,0,11,35
10,14,0,0,0,11,35
8,9,0,0,0,1,18
8,9,0,0,0,1,18
6,9,0,0,9,1,25
10,14,0,0,0,11,35
10,14,0,0,0,11,35
