Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
4,14,0,0,3,2,23
4,14,0,0,7,1,26
6,25,0,0,11,3,45
6,30,0,0,9,3,48
4,14,0,0,3,2,23
4,14,0,0,7,1,26
6,25,0,0,11,3,45
6,30,0,0,9,3,48
4,14,0,0,3,2,23
4,14,0,0,3,2,23
4,14,0,0,7,1,26
6,25,0,0,11,3,45
6,30,0,0,9,3,48
