Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
13,18,0,0,66,1,98
13,13,0,0,43,0,69
12,14,0,0,36,0,62
12,10,0,0,32,0,54
13,18,0,0,66,1,98
13,13,0,0,43,0,69
12,14,0,0,36,0,62
12,10,0,0,32,0,54
13,18,0,0,66,1,98
15,17,0,0,71,3,106
17,17,0,0,54,2,90
13,29,0,0,69,5,116
13,28,0,0,43,11,95
