Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
2,3,0,0,6,0,11
2,3,0,0,6,0,11
3,17,0,0,10,8,38
3,17,0,0,11,8,39
2,3,0,0,6,0,11
2,3,0,0,6,0,11
3,17,0,0,10,8,38
3,17,0,0,11,8,39
2,3,0,0,6,0,11
3,3,0,0,6,0,12
3,3,0,0,9,0,15
3,5,0,0,4,0,12
3,5,0,0,7,0,15
