Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
0,13,0,0,22,0,35
0,18,0,0,20,0,38
0,13,0,0,22,0,35
0,18,0,0,20,0,38
0,13,0,0,22,0,35
0,18,0,0,20,0,38
0,13,0,0,22,0,35
0,18,0,0,20,0,38
0,13,0,0,22,0,35
0,13,0,0,22,0,35
0,18,0,0,20,0,38
0,13,0,0,22,0,35
0,18,0,0,20,0,38
