Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
8,12,0,0,13,30,63
7,13,0,0,13,26,59
8,15,0,0,10,27,60
8,15,0,0,12,27,62
8,12,0,0,13,30,63
7,13,0,0,13,26,59
8,15,0,0,10,27,60
8,15,0,0,12,27,62
8,12,0,0,13,30,63
6,13,0,0,10,21,50
6,13,0,0,9,21,49
4,19,0,0,22,15,60
4,19,0,0,22,15,60
