Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
0,3,0,0,0,0,3
0,3,0,0,0,0,3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,3,0,0,0,0,3
0,3,0,0,0,0,3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,3,0,0,0,0,3
3,3,0,0,0,5,11
3,3,0,0,0,5,11
2,0,0,0,0,0,2
2,0,0,0,0,0,2
