Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
3,4,0,0,0,0,7
3,4,0,0,0,0,7
2,1,0,0,0,0,3
2,1,0,0,0,0,3
3,4,0,0,0,0,7
3,4,0,0,0,0,7
2,1,0,0,0,0,3
2,1,0,0,0,0,3
3,4,0,0,0,0,7
3,4,0,0,0,0,7
3,4,0,0,0,0,7
2,1,0,0,0,0,3
2,1,0,0,0,0,3
