Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
6,7,0,0,0,29,42
7,7,0,0,11,31,56
6,14,0,0,10,16,46
5,8,0,0,27,22,62
6,7,0,0,0,29,42
7,7,0,0,11,31,56
6,14,0,0,10,16,46
5,8,0,0,27,22,62
6,7,0,0,0,29,42
6,7,0,0,0,29,42
7,7,0,0,11,31,56
6,14,0,0,10,16,46
5,8,0,0,27,22,62
