Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
5,5,0,0,4,2,16
5,5,0,0,3,2,15
5,5,0,0,4,2,16
5,5,0,0,3,2,15
5,5,0,0,4,2,16
5,5,0,0,3,2,15
5,5,0,0,4,2,16
5,5,0,0,3,2,15
5,5,0,0,4,2,16
5,5,0,0,4,2,16
5,5,0,0,3,2,15
5,5,0,0,4,2,16
5,5,0,0,3,2,15
