Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
6,5,0,0,15,14,40
11,7,0,0,14,11,43
6,6,0,0,16,17,45
6,5,0,0,16,17,44
5,5,0,0,15,14,39
10,7,0,0,14,11,42
5,6,0,0,16,17,44
6,5,0,0,16,17,44
6,5,0,0,15,14,40
6,5,0,0,15,14,40
10,7,0,0,14,11,42
5,6,0,0,16,17,44
6,5,0,0,16,17,44
