Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
5,19,0,0,5,17,46
5,19,0,0,8,17,49
7,10,0,0,8,22,47
7,10,0,0,9,23,49
5,19,0,0,5,17,46
5,19,0,0,8,17,49
7,10,0,0,8,22,47
7,10,0,0,9,23,49
5,19,0,0,5,17,46
7,4,0,0,1,15,27
7,4,0,0,1,15,27
5,4,0,0,2,17,28
5,4,0,0,3,18,30
