Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
13,21,0,0,27,19,80
13,14,0,0,33,7,67
14,16,0,0,32,3,65
13,22,0,0,47,3,85
13,21,0,0,27,17,78
13,14,0,0,33,7,67
14,16,0,0,32,3,65
13,22,0,0,47,3,85
13,21,0,0,27,18,79
13,21,0,0,27,17,78
13,14,0,0,33,7,67
14,16,0,0,32,3,65
13,22,0,0,47,3,85
