Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
6,0,0,0,0,0,6
6,0,0,0,0,0,6
4,0,0,0,0,0,4
4,0,0,0,0,0,4
6,0,0,0,0,0,6
6,0,0,0,0,0,6
4,0,0,0,0,0,4
4,0,0,0,0,0,4
6,0,0,0,0,0,6
6,0,0,0,0,0,6
6,0,0,0,0,0,6
4,0,0,0,0,0,4
4,0,0,0,0,0,4
