Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
2,6,0,0,0,13,21
2,6,0,0,0,13,21
3,10,0,0,0,20,33
3,10,0,0,0,20,33
2,6,0,0,0,13,21
2,6,0,0,0,13,21
3,10,0,0,0,20,33
3,10,0,0,0,20,33
2,6,0,0,0,13,21
2,6,0,0,0,13,21
2,6,0,0,0,13,21
3,10,0,0,0,20,33
3,10,0,0,0,20,33
