Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
22,0,0,0,0,0,22
22,0,0,0,0,0,22
21,0,0,0,0,0,21
21,0,0,0,0,0,21
22,0,0,0,0,0,22
22,0,0,0,0,0,22
21,0,0,0,0,0,21
21,0,0,0,0,0,21
22,0,0,0,0,0,22
22,0,0,0,0,0,22
22,0,0,0,0,0,22
21,0,0,0,0,0,21
21,0,0,0,0,0,21
