Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
6,13,0,0,31,1,51
6,13,0,0,42,7,68
4,27,0,0,45,1,77
3,33,0,0,54,1,91
6,13,0,0,31,1,51
6,13,0,0,42,3,64
4,27,0,0,45,1,77
3,33,0,0,54,1,91
6,13,0,0,31,1,51
6,13,0,0,31,1,51
6,13,0,0,42,3,64
4,27,0,0,45,1,77
3,33,0,0,54,1,91
