Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
4,0,0,0,0,0,4
4,0,0,0,0,0,4
4,0,0,0,0,1,5
4,0,0,0,0,1,5
4,0,0,0,0,0,4
4,0,0,0,0,0,4
4,0,0,0,0,1,5
4,0,0,0,0,1,5
4,0,0,0,0,0,4
6,0,0,0,0,8,14
6,0,0,0,0,7,13
6,0,0,0,0,8,14
6,0,0,0,0,8,14
