Target TBox logical axioms,Size of T,Hypothesis TBox logical axioms,Size of H,Number of concept names,Number of role names,Size of largest  concept in T,Size of largest  concept in H,Size of largest counterexample, Total membership queries, Total equivalent queries, Left counterexamples, Right counterexamples
12,64,30,261,0,0,4,183,5,701,10,6,3
12,64,30,286,0,0,4,182,5,732,10,6,3
12,64,31,217,0,0,4,122,5,711,11,4,6
12,64,32,210,0,0,4,86,5,779,12,3,8
12,64,30,261,0,0,4,183,5,701,10,6,3
12,64,30,286,0,0,4,182,5,732,10,6,3
