Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
1,2,0,0,15,14,32
3,3,0,0,14,11,31
0,3,0,0,16,17,36
0,2,0,0,16,17,35
1,2,0,0,15,14,32
3,3,0,0,14,11,31
