Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
1,6,0,0,65,10,82
1,5,0,0,51,10,67
0,12,0,0,74,12,98
0,21,0,0,55,19,95
1,6,0,0,65,10,82
1,5,0,0,51,10,67
