Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
2,7,0,0,33,27,69
3,3,0,0,10,36,52
5,8,0,0,40,57,110
5,10,0,0,30,56,101
2,7,0,0,33,32,74
3,3,0,0,10,40,56
