Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
2,12,0,0,55,28,97
2,11,0,0,75,26,114
1,7,0,0,40,29,77
1,7,0,0,55,29,92
1,8,0,0,44,26,79
1,10,0,0,77,26,114
