Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
13,2,0,0,6,15,36
13,2,0,0,6,15,36
13,2,0,0,6,16,37
1,0,0,0,6,16,23
1,0,0,0,6,15,22
