Target TBox logical axioms,Size of T,Hypothesis TBox logical axioms,Size of H,Number of concept names,Number of role names,Size of largest  concept in T,Size of largest  concept in H,Size of largest counterexample, Total membership queries, Total equivalent queries, Left counterexamples, Right counterexamples
18,138,303,1401,0,0,16,211,5,893,9,4,4
18,138,303,1305,0,0,16,96,5,893,9,4,4
18,138,303,1389,0,0,16,200,5,906,9,4,4
18,138,303,1298,0,0,16,91,5,906,9,4,4
18,138,303,1401,0,0,16,211,5,893,9,4,4
18,138,303,1305,0,0,16,96,5,893,9,4,4
