Target TBox logical axioms,Size of T,Hypothesis TBox logical axioms,Size of H,Number of concept names,Number of role names,Size of largest  concept in T,Size of largest  concept in H,Size of largest counterexample, Total membership queries, Total equivalent queries, Left counterexamples, Right counterexamples
12,64,32,209,0,0,4,120,5,893,15,9,5
12,64,32,171,0,0,4,51,5,881,15,9,5
12,64,32,206,0,0,4,139,5,879,15,9,5
12,64,32,170,0,0,4,51,5,881,15,9,5
12,64,32,209,0,0,4,120,5,893,15,9,5
12,64,32,171,0,0,4,51,5,881,15,9,5
