Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
0,13,0,0,5,11,29
0,4,0,0,5,10,19
0,5,0,0,8,12,25
0,4,0,0,7,11,22
0,13,0,0,5,11,29
0,4,0,0,5,10,19
