Target TBox logical axioms,Size of T,Hypothesis TBox logical axioms,Size of H,Number of concept names,Number of role names,Size of largest  concept in T,Size of largest  concept in H,Size of largest counterexample, Total membership queries, Total equivalent queries, Left counterexamples, Right counterexamples
18,138,241,1161,0,0,16,211,5,763,8,3,4
18,138,241,1064,0,0,16,96,5,763,8,3,4
18,138,240,1092,0,0,16,189,5,719,7,3,3
18,138,240,1025,0,0,16,96,5,718,7,3,3
18,138,241,1161,0,0,16,211,5,763,8,3,4
18,138,241,1064,0,0,16,96,5,763,8,3,4
