Target TBox logical axioms,Size of T,Hypothesis TBox logical axioms,Size of H,Number of concept names,Number of role names,Size of largest  concept in T,Size of largest  concept in H,Size of largest counterexample, Total membership queries, Total equivalent queries, Left counterexamples, Right counterexamples
18,138,150,814,0,0,16,115,5,777,8,3,4
18,138,150,742,0,0,16,115,5,777,8,3,4
18,138,150,814,0,0,16,183,5,1045,8,2,5
18,138,150,715,0,0,16,107,5,1045,8,2,5
18,138,150,814,0,0,16,115,5,777,8,3,4
18,138,150,742,0,0,16,115,5,777,8,3,4
