Decompose Left,Decompose Right,Merging,Branching,Saturation,Desaturation,Total Operations
6,2,0,0,0,11,19
0,0,0,0,0,11,11
0,0,0,0,0,11,11
0,0,0,0,0,11,11
0,0,0,0,0,11,11
