Target TBox logical axioms,Size of T,Hypothesis TBox logical axioms,Size of H,Number of concept names,Number of role names,Size of largest  concept in T,Size of largest  concept in H,Size of largest counterexample, Total membership queries, Total equivalent queries, Left counterexamples, Right counterexamples
18,138,75,564,0,0,16,214,5,1345,19,2,16
18,138,73,479,0,0,16,167,5,1130,17,2,14
18,138,75,589,0,0,16,265,5,1384,19,2,16
18,138,75,488,0,0,16,86,5,1330,19,2,16
18,138,75,564,0,0,16,214,5,1345,19,2,16
18,138,73,479,0,0,16,167,5,1130,17,2,14
